created_on,Consumption,Status
2022-04-17 18:13:41+00:00,319,Normal
2022-04-17 18:18:41+00:00,543,Normal
2022-04-17 18:23:41+00:00,542,Normal
2022-04-17 18:28:43+00:00,531,Normal
2022-04-17 18:33:41+00:00,538,Normal
2022-04-17 18:40:45+00:00,764,Normal
2022-04-17 18:43:42+00:00,316,Normal
2022-04-17 18:48:41+00:00,539,Normal
2022-04-17 18:53:40+00:00,537,Normal
2022-04-17 18:58:41+00:00,354,Normal
2022-04-17 19:03:43+00:00,26,Normal
2022-04-17 19:10:45+00:00,19,Normal
2022-04-17 19:13:41+00:00,17,Normal
2022-04-17 19:18:43+00:00,0,Normal
2022-04-17 19:23:41+00:00,258,Normal
2022-04-17 19:28:41+00:00,13,Normal
2022-04-17 19:33:43+00:00,3,Normal
2022-04-17 19:40:47+00:00,85,Normal
2022-04-17 19:43:42+00:00,7,Normal
2022-04-17 19:48:42+00:00,16,Normal
2022-04-17 19:53:41+00:00,17,Normal
2022-04-17 19:58:46+00:00,2,Normal
2022-04-17 20:03:41+00:00,3,Normal
2022-04-17 20:10:45+00:00,16,Normal
2022-04-17 20:13:42+00:00,0,Normal
2022-04-17 20:18:41+00:00,0,Normal
2022-04-17 20:23:42+00:00,0,Normal
2022-04-17 20:28:41+00:00,279,Normal
2022-04-17 20:33:44+00:00,539,Normal
2022-04-17 20:40:45+00:00,759,Normal
2022-04-17 20:43:41+00:00,316,Normal
2022-04-17 20:48:41+00:00,539,Normal
2022-04-17 20:53:41+00:00,538,Normal
2022-04-17 20:58:41+00:00,171,Normal
2022-04-17 21:03:41+00:00,0,Normal
2022-04-17 21:10:46+00:00,93,Normal
2022-04-17 21:13:42+00:00,0,Normal
2022-04-17 21:18:41+00:00,35,Normal
2022-04-17 21:23:41+00:00,41,Normal
2022-04-17 21:28:42+00:00,11,Normal
2022-04-17 21:33:41+00:00,4,Normal
2022-04-17 21:40:45+00:00,51,Normal
2022-04-17 21:43:43+00:00,7,Normal
2022-04-17 21:48:41+00:00,0,Normal
2022-04-17 21:53:44+00:00,12,Normal
2022-04-17 21:58:44+00:00,0,Normal
2022-04-17 22:03:42+00:00,3,Normal
2022-04-17 22:10:46+00:00,118,Normal
2022-04-17 22:13:43+00:00,0,Normal
2022-04-17 22:18:43+00:00,0,Normal
2022-04-17 22:23:45+00:00,0,Normal
2022-04-17 22:28:40+00:00,130,Normal
2022-04-17 22:33:42+00:00,471,Normal
2022-04-17 22:40:45+00:00,744,Normal
2022-04-17 22:43:42+00:00,312,Normal
2022-04-17 22:48:42+00:00,539,Normal
2022-04-17 22:53:41+00:00,532,Normal
2022-04-17 22:58:42+00:00,494,Normal
2022-04-17 23:03:42+00:00,487,Normal
2022-04-17 23:10:46+00:00,741,Normal
2022-04-17 23:13:41+00:00,304,Normal
2022-04-17 23:18:41+00:00,520,Normal
2022-04-17 23:23:41+00:00,527,Normal
2022-04-17 23:28:42+00:00,538,Normal
2022-04-17 23:33:41+00:00,534,Normal
2022-04-17 23:40:45+00:00,655,Normal
2022-04-17 23:43:41+00:00,311,Normal
2022-04-17 23:48:41+00:00,143,Normal
2022-04-17 23:53:41+00:00,17,Normal
2022-04-17 23:58:41+00:00,19,Normal
2022-04-18 00:03:42+00:00,78,Normal
2022-04-18 00:10:45+00:00,11,Normal
2022-04-18 00:13:42+00:00,2,Normal
2022-04-18 00:18:41+00:00,37,Normal
2022-04-18 00:23:41+00:00,253,Normal
2022-04-18 00:28:41+00:00,0,Normal
2022-04-18 00:33:42+00:00,15,Normal
2022-04-18 00:40:45+00:00,0,Normal
2022-04-18 00:43:42+00:00,0,Normal
2022-04-18 00:48:41+00:00,3,Normal
2022-04-18 00:53:42+00:00,0,Normal
2022-04-18 00:58:42+00:00,0,Normal
2022-04-18 01:03:41+00:00,23,Normal
2022-04-18 01:10:45+00:00,56,Normal
2022-04-18 01:13:42+00:00,26,Normal
2022-04-18 01:18:41+00:00,3,Normal
2022-04-18 01:23:41+00:00,40,Normal
2022-04-18 01:28:41+00:00,0,Normal
2022-04-18 01:33:41+00:00,15,Normal
2022-04-18 01:40:44+00:00,135,Normal
2022-04-18 01:43:42+00:00,0,Normal
2022-04-18 01:48:41+00:00,10,Normal
2022-04-18 01:53:42+00:00,0,Normal
2022-04-18 01:58:41+00:00,0,Normal
2022-04-18 02:03:42+00:00,4,Normal
2022-04-18 02:10:45+00:00,39,Normal
2022-04-18 02:13:41+00:00,0,Normal
2022-04-18 02:18:42+00:00,0,Normal
2022-04-18 02:23:41+00:00,11,Normal
2022-04-18 02:28:41+00:00,174,Normal
2022-04-18 02:33:40+00:00,0,Normal
2022-04-18 02:40:45+00:00,670,Normal
2022-04-18 02:43:41+00:00,316,Normal
2022-04-18 02:48:41+00:00,540,Normal
2022-04-18 02:53:41+00:00,541,Normal
2022-04-18 02:58:42+00:00,544,Normal
2022-04-18 03:03:42+00:00,545,Normal
2022-04-18 03:10:46+00:00,717,Normal
2022-04-18 03:13:41+00:00,320,Normal
2022-04-18 03:18:42+00:00,533,Normal
2022-04-18 03:23:41+00:00,522,Normal
2022-04-18 03:28:41+00:00,501,Normal
2022-04-18 03:33:41+00:00,444,Normal
2022-04-18 03:40:46+00:00,130,Normal
2022-04-18 03:43:41+00:00,0,Normal
2022-04-18 03:48:41+00:00,24,Normal
2022-04-18 03:53:41+00:00,324,Normal
2022-04-18 03:58:42+00:00,532,Normal
2022-04-18 04:03:43+00:00,539,Normal
2022-04-18 04:10:45+00:00,770,Normal
2022-04-18 04:13:41+00:00,318,Normal
2022-04-18 04:18:41+00:00,251,Normal
2022-04-18 04:23:42+00:00,0,Normal
2022-04-18 04:28:42+00:00,0,Normal
2022-04-18 04:33:41+00:00,0,Normal
2022-04-18 04:40:45+00:00,0,Normal
2022-04-18 04:43:40+00:00,0,Normal
2022-04-18 04:48:41+00:00,19,Normal
2022-04-18 04:53:42+00:00,7,Normal
2022-04-18 04:58:41+00:00,47,Normal
2022-04-18 05:03:41+00:00,13,Normal
2022-04-18 05:10:45+00:00,22,Normal
2022-04-18 05:13:41+00:00,0,Normal
2022-04-18 05:18:40+00:00,6,Normal
2022-04-18 05:23:40+00:00,13,Normal
2022-04-18 05:28:40+00:00,283,Normal
2022-04-18 05:33:41+00:00,531,Normal
2022-04-18 05:40:45+00:00,737,Normal
2022-04-18 05:43:42+00:00,292,Normal
2022-04-18 05:48:41+00:00,544,Normal
2022-04-18 05:53:43+00:00,543,Normal
2022-04-18 05:58:43+00:00,543,Normal
2022-04-18 06:03:41+00:00,502,Normal
2022-04-18 06:10:45+00:00,742,Normal
2022-04-18 06:13:43+00:00,163,Normal
2022-04-18 06:18:41+00:00,215,Normal
2022-04-18 06:23:42+00:00,4,Normal
2022-04-18 06:28:41+00:00,118,Normal
2022-04-18 06:33:42+00:00,28,Normal
2022-04-18 06:40:46+00:00,40,Normal
2022-04-18 06:43:42+00:00,8,Normal
2022-04-18 06:48:41+00:00,19,Normal
2022-04-18 06:53:42+00:00,87,Normal
2022-04-18 06:58:42+00:00,70,Normal
2022-04-18 07:03:40+00:00,264,Normal
2022-04-18 07:10:45+00:00,15,Normal
2022-04-18 07:13:43+00:00,11,Normal
2022-04-18 07:18:42+00:00,8,Normal
2022-04-18 07:23:42+00:00,0,Normal
2022-04-18 07:28:43+00:00,0,Normal
2022-04-18 07:33:42+00:00,25,Normal
2022-04-18 07:40:46+00:00,237,Normal
2022-04-18 07:43:44+00:00,8,Normal
2022-04-18 07:48:42+00:00,11,Normal
2022-04-18 07:53:42+00:00,163,Normal
2022-04-18 07:58:40+00:00,161,Normal
2022-04-18 08:03:41+00:00,159,Normal
2022-04-18 08:10:45+00:00,202,Normal
2022-04-18 08:13:41+00:00,438,Normal
2022-04-18 08:18:43+00:00,183,Normal
2022-04-18 08:23:41+00:00,110,Normal
2022-04-18 08:28:42+00:00,119,Normal
2022-04-18 08:33:41+00:00,120,Normal
2022-04-18 08:40:47+00:00,162,Normal
2022-04-18 08:43:41+00:00,71,Normal
2022-04-18 08:48:42+00:00,331,Normal
2022-04-18 08:53:43+00:00,487,Normal
2022-04-18 08:58:40+00:00,479,Normal
2022-04-18 09:03:44+00:00,545,Normal
2022-04-18 09:10:47+00:00,705,Normal
2022-04-18 09:13:43+00:00,314,Normal
2022-04-18 09:18:41+00:00,500,Normal
2022-04-18 09:23:40+00:00,455,Normal
2022-04-18 09:28:42+00:00,534,Normal
2022-04-18 09:33:42+00:00,538,Normal
2022-04-18 09:40:46+00:00,711,Normal
2022-04-18 09:43:41+00:00,294,Normal
2022-04-18 09:48:44+00:00,502,Normal
2022-04-18 09:53:42+00:00,535,Normal
2022-04-18 09:58:42+00:00,204,Normal
2022-04-18 10:03:42+00:00,140,Normal
2022-04-18 10:10:47+00:00,133,Normal
2022-04-18 10:13:42+00:00,61,Normal
2022-04-18 10:18:43+00:00,100,Normal
2022-04-18 10:23:43+00:00,104,Normal
2022-04-18 10:28:43+00:00,526,Normal
2022-04-18 10:33:42+00:00,174,Normal
2022-04-18 10:40:46+00:00,876,Normal
2022-04-18 10:43:42+00:00,960,Anomaly
2022-04-18 10:48:42+00:00,766,Normal
2022-04-18 10:53:43+00:00,1294,Anomaly
2022-04-18 10:58:42+00:00,1044,Anomaly
2022-04-18 11:03:41+00:00,1142,Anomaly
2022-04-18 11:10:49+00:00,1207,Anomaly
2022-04-18 11:13:42+00:00,725,Normal
2022-04-18 11:18:41+00:00,1471,Anomaly
2022-04-18 11:23:42+00:00,1456,Anomaly
2022-04-18 11:28:42+00:00,441,Normal
2022-04-18 11:33:41+00:00,262,Normal
2022-04-18 11:40:46+00:00,64,Normal
2022-04-18 11:43:41+00:00,0,Normal
2022-04-18 11:48:40+00:00,30,Normal
2022-04-18 11:53:42+00:00,16,Normal
2022-04-18 11:58:41+00:00,26,Normal
2022-04-18 12:03:43+00:00,10,Normal
2022-04-18 12:10:44+00:00,7,Normal
2022-04-18 12:13:41+00:00,0,Normal
2022-04-18 12:18:41+00:00,12,Normal
2022-04-18 12:23:41+00:00,0,Normal
2022-04-18 12:28:41+00:00,37,Normal
2022-04-18 12:33:41+00:00,22,Normal
2022-04-18 12:40:47+00:00,88,Normal
2022-04-18 12:43:42+00:00,100,Normal
2022-04-18 12:48:41+00:00,160,Normal
2022-04-18 12:53:41+00:00,134,Normal
2022-04-18 12:58:41+00:00,120,Normal
2022-04-18 13:03:41+00:00,368,Normal
2022-04-18 13:10:48+00:00,167,Normal
2022-04-18 13:13:42+00:00,68,Normal
2022-04-18 13:18:44+00:00,111,Normal
2022-04-18 13:23:41+00:00,283,Normal
2022-04-18 13:28:41+00:00,132,Normal
2022-04-18 13:33:41+00:00,131,Normal
2022-04-18 13:40:47+00:00,183,Normal
2022-04-18 13:43:41+00:00,77,Normal
2022-04-18 13:48:43+00:00,131,Normal
2022-04-18 13:53:41+00:00,131,Normal
2022-04-18 13:58:40+00:00,131,Normal
2022-04-18 14:03:41+00:00,132,Normal
2022-04-18 14:10:45+00:00,274,Normal
2022-04-18 14:13:41+00:00,146,Normal
2022-04-18 14:18:41+00:00,249,Normal
2022-04-18 14:23:41+00:00,246,Normal
2022-04-18 14:28:41+00:00,244,Normal
2022-04-18 14:33:41+00:00,245,Normal
2022-04-18 14:40:46+00:00,349,Normal
2022-04-18 14:43:43+00:00,147,Normal
2022-04-18 14:48:41+00:00,212,Normal
2022-04-18 14:53:44+00:00,236,Normal
2022-04-18 15:10:44+00:00,117,Normal
2022-04-18 15:13:45+00:00,2,Normal
2022-04-18 15:18:41+00:00,11,Normal
2022-04-18 15:23:43+00:00,0,Normal
2022-04-18 15:28:41+00:00,14,Normal
2022-04-18 15:33:42+00:00,11,Normal
2022-04-18 15:40:44+00:00,4,Normal
2022-04-18 15:43:43+00:00,4,Normal
2022-04-18 15:48:42+00:00,35,Normal
2022-04-18 15:53:42+00:00,10,Normal
2022-04-18 15:58:44+00:00,0,Normal
2022-04-18 16:03:42+00:00,5,Normal
2022-04-18 16:10:45+00:00,3,Normal
2022-04-18 16:13:41+00:00,0,Normal
2022-04-18 16:18:41+00:00,0,Normal
2022-04-18 16:23:41+00:00,42,Normal
2022-04-18 16:28:43+00:00,8,Normal
2022-04-18 16:33:41+00:00,3,Normal
2022-04-18 16:40:47+00:00,0,Normal
2022-04-18 16:43:45+00:00,0,Normal
2022-04-18 16:48:41+00:00,6,Normal
2022-04-18 16:53:41+00:00,21,Normal
2022-04-18 16:58:44+00:00,280,Normal
2022-04-18 17:03:43+00:00,267,Normal
2022-04-18 17:10:45+00:00,586,Normal
2022-04-18 17:13:43+00:00,113,Normal
2022-04-18 17:18:41+00:00,155,Normal
2022-04-18 17:23:42+00:00,266,Normal
2022-04-18 17:28:42+00:00,254,Normal
2022-04-18 17:33:41+00:00,250,Normal
2022-04-18 17:40:45+00:00,357,Normal
2022-04-18 17:43:43+00:00,149,Normal
2022-04-18 17:48:41+00:00,389,Normal
2022-04-18 17:53:42+00:00,511,Normal
2022-04-18 17:58:41+00:00,545,Normal
2022-04-18 18:03:41+00:00,544,Normal
2022-04-18 18:10:47+00:00,768,Normal
2022-04-18 18:13:41+00:00,318,Normal
2022-04-18 18:18:40+00:00,540,Normal
2022-04-18 18:23:43+00:00,537,Normal
2022-04-18 18:28:42+00:00,514,Normal
2022-04-18 18:33:41+00:00,502,Normal
2022-04-18 18:40:47+00:00,705,Normal
2022-04-18 18:43:43+00:00,302,Normal
2022-04-18 18:48:42+00:00,521,Normal
2022-04-18 18:53:43+00:00,505,Normal
2022-04-18 18:58:42+00:00,538,Normal
2022-04-18 19:03:42+00:00,535,Normal
2022-04-18 19:10:45+00:00,540,Normal
2022-04-18 19:13:43+00:00,16,Normal
2022-04-18 19:18:42+00:00,14,Normal
2022-04-18 19:23:42+00:00,19,Normal
2022-04-18 19:28:43+00:00,141,Normal
2022-04-18 19:33:46+00:00,45,Normal
2022-04-18 19:40:46+00:00,133,Normal
2022-04-18 19:43:42+00:00,5,Normal
2022-04-18 19:48:42+00:00,28,Normal
2022-04-18 19:53:41+00:00,8,Normal
2022-04-18 19:58:41+00:00,10,Normal
2022-04-18 20:03:41+00:00,69,Normal
2022-04-18 20:10:47+00:00,185,Normal
2022-04-18 20:13:42+00:00,274,Normal
2022-04-18 20:18:44+00:00,255,Normal
2022-04-18 20:23:44+00:00,23,Normal
2022-04-18 20:28:44+00:00,11,Normal
2022-04-18 20:33:41+00:00,17,Normal
2022-04-18 20:40:47+00:00,37,Normal
2022-04-18 20:43:42+00:00,46,Normal
2022-04-18 20:48:44+00:00,383,Normal
2022-04-18 20:53:44+00:00,7,Normal
2022-04-18 20:58:44+00:00,0,Normal
2022-04-18 21:03:41+00:00,0,Normal
2022-04-18 21:10:45+00:00,186,Normal
2022-04-18 21:13:43+00:00,6,Normal
2022-04-18 21:18:42+00:00,5,Normal
2022-04-18 21:23:42+00:00,0,Normal
2022-04-18 21:28:42+00:00,8,Normal
2022-04-18 21:33:41+00:00,9,Normal
2022-04-18 21:40:46+00:00,28,Normal
2022-04-18 21:43:41+00:00,0,Normal
2022-04-18 21:48:42+00:00,0,Normal
2022-04-18 21:53:43+00:00,499,Normal
2022-04-18 21:58:43+00:00,326,Normal
2022-04-18 22:03:43+00:00,0,Normal
2022-04-18 22:10:47+00:00,16,Normal
2022-04-18 22:13:42+00:00,8,Normal
2022-04-18 22:18:43+00:00,0,Normal
2022-04-18 22:23:43+00:00,195,Normal
2022-04-18 22:28:42+00:00,547,Normal
2022-04-18 22:33:43+00:00,546,Normal
2022-04-18 22:40:45+00:00,771,Normal
2022-04-18 22:43:42+00:00,319,Normal
2022-04-18 22:48:42+00:00,545,Normal
2022-04-18 22:53:43+00:00,542,Normal
2022-04-18 22:58:42+00:00,542,Normal
2022-04-18 23:03:42+00:00,532,Normal
2022-04-18 23:10:45+00:00,755,Normal
2022-04-18 23:13:42+00:00,311,Normal
2022-04-18 23:18:41+00:00,527,Normal
2022-04-18 23:23:41+00:00,526,Normal
2022-04-18 23:28:42+00:00,527,Normal
2022-04-18 23:33:41+00:00,261,Normal
2022-04-18 23:42:04+00:00,8,Normal
2022-04-18 23:43:42+00:00,63,Normal
2022-04-18 23:48:41+00:00,70,Normal
2022-04-18 23:53:42+00:00,0,Normal
2022-04-18 23:58:43+00:00,0,Normal
2022-04-19 00:03:42+00:00,31,Normal
2022-04-19 00:10:44+00:00,4,Normal
2022-04-19 00:13:41+00:00,0,Normal
2022-04-19 00:18:41+00:00,49,Normal
2022-04-19 00:23:41+00:00,49,Normal
2022-04-19 00:28:42+00:00,4,Normal
2022-04-19 00:33:41+00:00,24,Normal
2022-04-19 00:40:45+00:00,249,Normal
2022-04-19 00:43:44+00:00,16,Normal
2022-04-19 00:48:42+00:00,28,Normal
2022-04-19 00:53:42+00:00,0,Normal
2022-04-19 00:58:41+00:00,61,Normal
2022-04-19 01:03:42+00:00,18,Normal
2022-04-19 01:10:46+00:00,35,Normal
2022-04-19 01:13:43+00:00,201,Normal
2022-04-19 01:18:42+00:00,50,Normal
2022-04-19 01:23:42+00:00,10,Normal
2022-04-19 01:28:40+00:00,13,Normal
2022-04-19 01:33:41+00:00,8,Normal
2022-04-19 01:40:47+00:00,13,Normal
2022-04-19 01:43:40+00:00,206,Normal
2022-04-19 01:48:42+00:00,6,Normal
2022-04-19 01:53:42+00:00,26,Normal
2022-04-19 01:58:42+00:00,0,Normal
2022-04-19 02:03:42+00:00,10,Normal
2022-04-19 02:10:45+00:00,4,Normal
2022-04-19 02:13:42+00:00,12,Normal
2022-04-19 02:18:41+00:00,0,Normal
2022-04-19 02:23:42+00:00,0,Normal
2022-04-19 02:28:44+00:00,13,Normal
2022-04-19 02:33:42+00:00,214,Normal
2022-04-19 02:40:46+00:00,772,Normal
2022-04-19 02:43:44+00:00,314,Normal
2022-04-19 02:48:42+00:00,541,Normal
2022-04-19 02:53:41+00:00,509,Normal
2022-04-19 02:58:42+00:00,520,Normal
2022-04-19 03:03:41+00:00,502,Normal
2022-04-19 03:10:45+00:00,764,Normal
2022-04-19 03:13:41+00:00,314,Normal
2022-04-19 03:18:41+00:00,487,Normal
2022-04-19 03:23:42+00:00,338,Normal
2022-04-19 03:28:42+00:00,5,Normal
2022-04-19 03:33:42+00:00,0,Normal
2022-04-19 03:40:45+00:00,0,Normal
2022-04-19 03:43:42+00:00,0,Normal
2022-04-19 03:48:42+00:00,5,Normal
2022-04-19 03:53:43+00:00,14,Normal
2022-04-19 03:58:43+00:00,0,Normal
2022-04-19 04:03:43+00:00,11,Normal
2022-04-19 04:10:45+00:00,0,Normal
2022-04-19 04:13:41+00:00,0,Normal
2022-04-19 04:18:43+00:00,0,Normal
2022-04-19 04:23:42+00:00,0,Normal
2022-04-19 04:28:41+00:00,0,Normal
2022-04-19 04:33:42+00:00,3,Normal
2022-04-19 04:40:45+00:00,0,Normal
2022-04-19 04:43:41+00:00,0,Normal
2022-04-19 04:48:41+00:00,0,Normal
2022-04-19 04:53:42+00:00,108,Normal
2022-04-19 04:58:42+00:00,174,Normal
2022-04-19 05:03:42+00:00,173,Normal
2022-04-19 05:10:46+00:00,245,Normal
2022-04-19 05:13:41+00:00,102,Normal
2022-04-19 05:18:42+00:00,173,Normal
2022-04-19 05:23:41+00:00,144,Normal
2022-04-19 05:28:41+00:00,153,Normal
2022-04-19 05:33:40+00:00,172,Normal
2022-04-19 05:40:45+00:00,228,Normal
2022-04-19 05:43:43+00:00,0,Normal
2022-04-19 05:48:41+00:00,0,Normal
2022-04-19 05:53:41+00:00,0,Normal
2022-04-19 05:58:43+00:00,0,Normal
2022-04-19 06:03:41+00:00,7,Normal
2022-04-19 06:10:46+00:00,25,Normal
2022-04-19 06:13:42+00:00,0,Normal
2022-04-19 06:18:41+00:00,5,Normal
2022-04-19 06:23:41+00:00,158,Normal
2022-04-19 06:28:42+00:00,537,Normal
2022-04-19 06:33:42+00:00,540,Normal
2022-04-19 06:40:46+00:00,764,Normal
2022-04-19 06:43:41+00:00,315,Normal
2022-04-19 06:48:42+00:00,537,Normal
2022-04-19 06:53:42+00:00,539,Normal
2022-04-19 06:58:42+00:00,348,Normal
2022-04-19 07:03:41+00:00,0,Normal
2022-04-19 07:10:45+00:00,22,Normal
2022-04-19 07:13:42+00:00,18,Normal
2022-04-19 07:18:42+00:00,31,Normal
2022-04-19 07:23:42+00:00,262,Normal
2022-04-19 07:28:42+00:00,109,Normal
2022-04-19 07:33:42+00:00,15,Normal
2022-04-19 07:40:46+00:00,14,Normal
2022-04-19 07:43:42+00:00,5,Normal
2022-04-19 07:48:42+00:00,0,Normal
2022-04-19 07:53:42+00:00,8,Normal
2022-04-19 07:58:41+00:00,45,Normal
2022-04-19 08:03:42+00:00,46,Normal
2022-04-19 08:10:45+00:00,40,Normal
2022-04-19 08:13:41+00:00,16,Normal
2022-04-19 08:18:42+00:00,25,Normal
2022-04-19 08:23:42+00:00,34,Normal
2022-04-19 08:28:42+00:00,183,Normal
2022-04-19 08:33:42+00:00,22,Normal
2022-04-19 08:40:46+00:00,14,Normal
2022-04-19 08:43:42+00:00,42,Normal
2022-04-19 08:48:41+00:00,17,Normal
2022-04-19 08:53:43+00:00,226,Normal
2022-04-19 08:58:41+00:00,15,Normal
2022-04-19 09:03:44+00:00,119,Normal
2022-04-19 09:10:47+00:00,93,Normal
2022-04-19 09:13:43+00:00,12,Normal
2022-04-19 09:18:41+00:00,18,Normal
2022-04-19 09:23:42+00:00,17,Normal
2022-04-19 09:28:42+00:00,49,Normal
2022-04-19 09:33:42+00:00,44,Normal
2022-04-19 09:40:48+00:00,40,Normal
2022-04-19 09:43:42+00:00,3,Normal
2022-04-19 09:48:42+00:00,13,Normal
2022-04-19 09:53:43+00:00,36,Normal
2022-04-19 09:58:42+00:00,52,Normal
2022-04-19 10:03:43+00:00,133,Normal
2022-04-19 10:10:45+00:00,85,Normal
2022-04-19 10:13:42+00:00,191,Normal
2022-04-19 10:18:42+00:00,47,Normal
2022-04-19 10:23:43+00:00,89,Normal
2022-04-19 10:28:42+00:00,133,Normal
2022-04-19 10:33:43+00:00,135,Normal
2022-04-19 10:40:45+00:00,188,Normal
2022-04-19 10:43:40+00:00,135,Normal
2022-04-19 10:48:44+00:00,528,Normal
2022-04-19 10:53:43+00:00,538,Normal
2022-04-19 10:58:42+00:00,526,Normal
2022-04-19 11:03:41+00:00,521,Normal
2022-04-19 11:10:45+00:00,744,Anomaly
2022-04-19 11:13:40+00:00,308,Normal
2022-04-19 11:18:42+00:00,529,Normal
2022-04-19 11:23:44+00:00,534,Normal
2022-04-19 11:28:42+00:00,536,Normal
2022-04-19 11:33:43+00:00,537,Normal
2022-04-19 11:40:47+00:00,765,Normal
2022-04-19 11:43:42+00:00,317,Normal
2022-04-19 11:48:42+00:00,541,Normal
2022-04-19 11:53:43+00:00,540,Normal
2022-04-19 11:58:44+00:00,517,Normal
2022-04-19 12:03:42+00:00,532,Normal
2022-04-19 12:10:47+00:00,767,Normal
2022-04-19 12:13:43+00:00,317,Normal
2022-04-19 12:18:43+00:00,25,Normal
2022-04-19 12:23:42+00:00,0,Normal
