created_on,Consumption,Status
2022-04-19 12:28:42+00:00,14,Normal
2022-04-19 12:33:42+00:00,96,Normal
2022-04-19 12:40:45+00:00,91,Normal
2022-04-19 12:43:42+00:00,93,Normal
2022-04-19 12:48:43+00:00,107,Normal
2022-04-19 12:53:41+00:00,103,Normal
2022-04-19 12:58:42+00:00,36,Normal
2022-04-19 13:03:42+00:00,26,Normal
2022-04-19 13:10:47+00:00,72,Normal
2022-04-19 13:13:41+00:00,10,Normal
2022-04-19 13:18:43+00:00,8,Normal
2022-04-19 13:23:44+00:00,117,Normal
2022-04-19 13:28:42+00:00,132,Normal
2022-04-19 13:33:40+00:00,104,Normal
2022-04-19 13:40:47+00:00,0,Normal
2022-04-19 13:43:43+00:00,0,Normal
2022-04-19 13:48:44+00:00,2,Normal
2022-04-19 13:53:42+00:00,6,Normal
2022-04-19 13:58:43+00:00,3,Normal
2022-04-19 14:03:42+00:00,0,Normal
2022-04-19 14:10:48+00:00,0,Normal
2022-04-19 14:13:41+00:00,0,Normal
2022-04-19 14:18:43+00:00,0,Normal
2022-04-19 14:23:43+00:00,9,Normal
2022-04-19 14:28:44+00:00,0,Normal
2022-04-19 14:33:41+00:00,15,Normal
2022-04-19 14:41:16+00:00,0,Normal
2022-04-19 14:43:41+00:00,3,Normal
2022-04-19 14:48:41+00:00,2,Normal
2022-04-19 14:53:41+00:00,3,Normal
2022-04-19 14:58:42+00:00,15,Normal
2022-04-19 15:03:41+00:00,14,Normal
2022-04-19 15:10:47+00:00,28,Normal
2022-04-19 15:13:41+00:00,0,Normal
2022-04-19 15:18:42+00:00,3,Normal
2022-04-19 15:40:46+00:00,3,Normal
2022-04-19 15:43:42+00:00,8,Normal
2022-04-19 15:48:42+00:00,2,Normal
2022-04-19 15:53:44+00:00,4,Normal
2022-04-19 15:58:41+00:00,34,Normal
2022-04-19 16:03:42+00:00,745,Normal
2022-04-19 16:10:46+00:00,995,Anomaly
2022-04-19 16:13:43+00:00,191,Normal
2022-04-19 16:18:41+00:00,253,Normal
2022-04-19 16:23:42+00:00,27,Normal
2022-04-19 16:28:44+00:00,8,Normal
2022-04-19 16:33:42+00:00,6,Normal
2022-04-19 16:40:46+00:00,24,Normal
2022-04-19 16:43:43+00:00,4,Normal
2022-04-19 16:48:43+00:00,2,Normal
2022-04-19 16:53:42+00:00,0,Normal
2022-04-19 16:58:41+00:00,69,Normal
2022-04-19 17:03:41+00:00,37,Normal
2022-04-19 17:10:47+00:00,92,Normal
2022-04-19 17:13:43+00:00,0,Normal
2022-04-19 17:18:42+00:00,2,Normal
2022-04-19 17:23:41+00:00,508,Normal
2022-04-19 17:28:44+00:00,638,Normal
2022-04-19 17:33:42+00:00,860,Normal
2022-04-19 17:40:50+00:00,850,Normal
2022-04-19 17:43:42+00:00,317,Normal
2022-04-19 17:48:42+00:00,534,Normal
2022-04-19 17:53:46+00:00,523,Normal
2022-04-19 17:58:44+00:00,373,Normal
2022-04-19 18:03:42+00:00,0,Normal
2022-04-19 18:10:46+00:00,94,Normal
2022-04-19 18:13:43+00:00,0,Normal
2022-04-19 18:18:42+00:00,25,Normal
2022-04-19 18:23:42+00:00,0,Normal
2022-04-19 18:28:42+00:00,0,Normal
2022-04-19 18:33:42+00:00,0,Normal
2022-04-19 18:40:47+00:00,0,Normal
2022-04-19 18:43:44+00:00,8,Normal
2022-04-19 18:48:42+00:00,48,Normal
2022-04-19 18:53:41+00:00,17,Normal
2022-04-19 18:58:43+00:00,0,Normal
2022-04-19 19:03:45+00:00,0,Normal
2022-04-19 19:10:47+00:00,0,Normal
2022-04-19 19:13:45+00:00,0,Normal
2022-04-19 19:18:42+00:00,14,Normal
2022-04-19 19:23:43+00:00,0,Normal
2022-04-19 19:29:41+00:00,0,Normal
2022-04-19 19:33:42+00:00,0,Normal
2022-04-19 19:40:49+00:00,36,Normal
2022-04-19 19:43:42+00:00,6,Normal
2022-04-19 19:48:42+00:00,7,Normal
2022-04-19 19:53:43+00:00,0,Normal
2022-04-19 19:58:42+00:00,0,Normal
2022-04-19 20:03:43+00:00,0,Normal
2022-04-19 20:10:47+00:00,0,Normal
2022-04-19 20:13:42+00:00,0,Normal
2022-04-19 20:18:42+00:00,425,Normal
2022-04-19 20:23:42+00:00,540,Normal
2022-04-19 20:28:43+00:00,545,Normal
2022-04-19 20:33:42+00:00,542,Normal
2022-04-19 20:40:49+00:00,762,Normal
2022-04-19 20:43:41+00:00,346,Normal
2022-04-19 20:48:42+00:00,4,Normal
2022-04-19 20:53:42+00:00,12,Normal
2022-04-19 20:58:42+00:00,232,Normal
2022-04-19 21:03:42+00:00,32,Normal
2022-04-19 21:10:47+00:00,1041,Anomaly
2022-04-19 21:13:44+00:00,193,Normal
2022-04-19 21:18:43+00:00,216,Normal
2022-04-19 21:23:42+00:00,0,Normal
2022-04-19 21:28:43+00:00,0,Normal
2022-04-19 21:33:43+00:00,0,Normal
2022-04-19 21:40:46+00:00,196,Normal
2022-04-19 21:43:43+00:00,8,Normal
2022-04-19 21:48:43+00:00,0,Normal
2022-04-19 21:53:43+00:00,0,Normal
2022-04-19 21:58:43+00:00,7,Normal
2022-04-19 22:03:42+00:00,0,Normal
2022-04-19 22:10:46+00:00,0,Normal
2022-04-19 22:13:42+00:00,0,Normal
2022-04-19 22:18:42+00:00,0,Normal
2022-04-19 22:23:42+00:00,0,Normal
2022-04-19 22:28:42+00:00,0,Normal
2022-04-19 22:33:42+00:00,40,Normal
2022-04-19 22:40:50+00:00,804,Normal
2022-04-19 22:43:43+00:00,320,Normal
2022-04-19 22:48:42+00:00,497,Normal
2022-04-19 22:53:41+00:00,495,Normal
2022-04-19 22:58:43+00:00,506,Normal
2022-04-19 23:03:44+00:00,515,Normal
2022-04-19 23:10:46+00:00,712,Normal
2022-04-19 23:13:43+00:00,2,Normal
2022-04-19 23:18:42+00:00,0,Normal
2022-04-19 23:23:41+00:00,33,Normal
2022-04-19 23:28:42+00:00,0,Normal
2022-04-19 23:33:40+00:00,0,Normal
2022-04-19 23:40:46+00:00,415,Normal
2022-04-19 23:43:42+00:00,0,Normal
2022-04-19 23:48:42+00:00,27,Normal
2022-04-19 23:53:42+00:00,13,Normal
2022-04-19 23:58:43+00:00,12,Normal
2022-04-20 00:03:45+00:00,0,Normal
2022-04-20 00:10:51+00:00,40,Normal
2022-04-20 00:13:58+00:00,214,Normal
2022-04-20 01:13:43+00:00,2380,Anomaly
2022-04-20 01:23:43+00:00,1052,Anomaly
2022-04-20 01:28:43+00:00,523,Normal
2022-04-20 01:33:45+00:00,346,Normal
2022-04-20 01:40:46+00:00,0,Normal
2022-04-20 01:43:42+00:00,0,Normal
2022-04-20 01:48:42+00:00,0,Normal
2022-04-20 01:53:42+00:00,19,Normal
2022-04-20 01:58:44+00:00,3,Normal
2022-04-20 02:03:43+00:00,3,Normal
2022-04-20 02:10:44+00:00,0,Normal
2022-04-20 02:13:42+00:00,0,Normal
2022-04-20 02:18:42+00:00,166,Normal
2022-04-20 02:23:42+00:00,536,Normal
2022-04-20 02:28:43+00:00,562,Normal
2022-04-20 02:33:42+00:00,417,Normal
2022-04-20 02:40:45+00:00,237,Normal
2022-04-20 02:43:43+00:00,98,Normal
2022-04-20 02:48:43+00:00,167,Normal
2022-04-20 02:53:43+00:00,167,Normal
2022-04-20 02:58:43+00:00,167,Normal
2022-04-20 03:03:42+00:00,169,Normal
2022-04-20 03:10:45+00:00,43,Normal
2022-04-20 03:13:43+00:00,0,Normal
2022-04-20 03:18:42+00:00,0,Normal
2022-04-20 03:23:42+00:00,91,Normal
2022-04-20 03:28:43+00:00,170,Normal
2022-04-20 03:33:43+00:00,169,Normal
2022-04-20 03:40:45+00:00,240,Normal
2022-04-20 03:43:43+00:00,99,Normal
2022-04-20 03:48:43+00:00,170,Normal
2022-04-20 03:53:42+00:00,169,Normal
2022-04-20 03:58:43+00:00,166,Normal
2022-04-20 04:03:42+00:00,169,Normal
2022-04-20 04:10:47+00:00,239,Normal
2022-04-20 04:13:43+00:00,99,Normal
2022-04-20 04:18:43+00:00,168,Normal
2022-04-20 04:23:43+00:00,169,Normal
2022-04-20 04:28:43+00:00,169,Normal
2022-04-20 04:33:43+00:00,168,Normal
2022-04-20 04:40:46+00:00,54,Normal
2022-04-20 04:43:43+00:00,0,Normal
2022-04-20 04:48:43+00:00,21,Normal
2022-04-20 04:53:42+00:00,5,Normal
2022-04-20 04:58:43+00:00,9,Normal
2022-04-20 05:03:43+00:00,7,Normal
2022-04-20 05:10:45+00:00,4,Normal
2022-04-20 05:13:43+00:00,0,Normal
2022-04-20 05:18:44+00:00,0,Normal
2022-04-20 05:23:43+00:00,10,Normal
2022-04-20 05:28:42+00:00,0,Normal
2022-04-20 05:33:42+00:00,0,Normal
2022-04-20 05:40:46+00:00,0,Normal
2022-04-20 05:43:42+00:00,0,Normal
2022-04-20 05:48:42+00:00,0,Normal
2022-04-20 05:53:42+00:00,0,Normal
2022-04-20 05:58:43+00:00,0,Normal
2022-04-20 06:03:42+00:00,0,Normal
2022-04-20 06:10:46+00:00,0,Normal
2022-04-20 06:13:43+00:00,4,Normal
2022-04-20 06:18:43+00:00,3,Normal
2022-04-20 06:23:44+00:00,0,Normal
2022-04-20 06:28:43+00:00,20,Normal
2022-04-20 06:33:43+00:00,25,Normal
2022-04-20 06:40:45+00:00,7,Normal
2022-04-20 06:43:42+00:00,0,Normal
2022-04-20 06:48:42+00:00,125,Normal
2022-04-20 06:53:44+00:00,167,Normal
2022-04-20 06:58:44+00:00,168,Normal
2022-04-20 07:03:42+00:00,128,Normal
2022-04-20 07:10:47+00:00,183,Normal
2022-04-20 07:13:43+00:00,98,Normal
2022-04-20 07:18:43+00:00,110,Normal
2022-04-20 07:23:43+00:00,361,Normal
2022-04-20 07:28:42+00:00,531,Anomaly
2022-04-20 07:33:42+00:00,529,Normal
2022-04-20 07:40:45+00:00,750,Anomaly
2022-04-20 07:43:43+00:00,305,Normal
2022-04-20 07:48:44+00:00,518,Normal
2022-04-20 07:53:42+00:00,517,Normal
2022-04-20 07:58:43+00:00,470,Normal
2022-04-20 08:03:42+00:00,481,Normal
2022-04-20 08:10:45+00:00,734,Normal
2022-04-20 08:40:46+00:00,877,Normal
2022-04-20 08:43:43+00:00,0,Normal
2022-04-20 08:48:43+00:00,9,Normal
2022-04-20 08:53:43+00:00,0,Normal
2022-04-20 08:58:41+00:00,11,Normal
2022-04-20 09:03:42+00:00,0,Normal
2022-04-20 09:10:45+00:00,31,Normal
2022-04-20 09:13:42+00:00,35,Normal
2022-04-20 09:18:43+00:00,4,Normal
2022-04-20 09:23:45+00:00,0,Normal
2022-04-20 09:28:42+00:00,0,Normal
2022-04-20 09:33:43+00:00,13,Normal
2022-04-20 09:40:46+00:00,11,Normal
2022-04-20 09:43:42+00:00,4,Normal
2022-04-20 09:48:42+00:00,21,Normal
2022-04-20 09:53:42+00:00,0,Normal
2022-04-20 09:58:43+00:00,0,Normal
2022-04-20 10:03:42+00:00,31,Normal
2022-04-20 10:10:47+00:00,14,Normal
2022-04-20 10:13:42+00:00,4,Normal
2022-04-20 10:18:42+00:00,0,Normal
2022-04-20 10:23:41+00:00,13,Normal
2022-04-20 10:28:42+00:00,5,Normal
2022-04-20 10:33:42+00:00,4,Normal
2022-04-20 10:40:46+00:00,0,Normal
2022-04-20 10:43:43+00:00,0,Normal
2022-04-20 10:48:42+00:00,0,Normal
2022-04-20 10:53:42+00:00,0,Normal
2022-04-20 10:58:42+00:00,1634,Anomaly
2022-04-20 11:03:42+00:00,3922,Anomaly
2022-04-20 11:10:47+00:00,2798,Anomaly
2022-04-20 11:13:43+00:00,56,Normal
2022-04-20 11:18:43+00:00,99,Normal
2022-04-20 11:23:42+00:00,436,Normal
2022-04-20 11:28:42+00:00,527,Normal
2022-04-20 11:33:42+00:00,526,Normal
2022-04-20 11:40:46+00:00,749,Normal
2022-04-20 11:43:42+00:00,312,Normal
2022-04-20 11:48:42+00:00,530,Normal
2022-04-20 11:53:43+00:00,527,Normal
2022-04-20 11:58:42+00:00,532,Normal
2022-04-20 12:03:44+00:00,532,Normal
2022-04-20 12:10:46+00:00,761,Normal
2022-04-20 12:13:43+00:00,313,Normal
2022-04-20 12:18:41+00:00,541,Normal
2022-04-20 12:23:45+00:00,534,Normal
2022-04-20 12:28:41+00:00,520,Normal
2022-04-20 12:33:42+00:00,521,Normal
2022-04-20 12:40:47+00:00,1090,Anomaly
2022-04-20 12:43:42+00:00,341,Normal
2022-04-20 12:48:43+00:00,522,Normal
2022-04-20 12:53:45+00:00,533,Normal
2022-04-20 12:58:42+00:00,518,Normal
2022-04-20 13:03:42+00:00,313,Normal
2022-04-20 13:10:46+00:00,5,Normal
2022-04-20 13:13:43+00:00,0,Normal
2022-04-20 13:18:43+00:00,44,Normal
2022-04-20 13:23:43+00:00,10,Normal
2022-04-20 13:28:43+00:00,0,Normal
2022-04-20 13:33:43+00:00,0,Normal
2022-04-20 13:40:45+00:00,12,Normal
2022-04-20 13:43:43+00:00,0,Normal
2022-04-20 13:48:44+00:00,28,Normal
2022-04-20 13:53:42+00:00,0,Normal
2022-04-20 13:58:42+00:00,23,Normal
2022-04-20 14:03:42+00:00,2,Normal
2022-04-20 14:10:46+00:00,0,Normal
2022-04-20 14:13:45+00:00,182,Normal
2022-04-20 14:18:43+00:00,530,Normal
2022-04-20 14:23:45+00:00,536,Normal
2022-04-20 14:28:45+00:00,229,Normal
2022-04-20 14:33:44+00:00,527,Normal
2022-04-20 14:40:46+00:00,441,Normal
2022-04-20 14:43:43+00:00,102,Normal
2022-04-20 14:48:44+00:00,156,Normal
2022-04-20 14:53:43+00:00,204,Normal
2022-04-20 14:58:43+00:00,288,Normal
2022-04-20 15:03:44+00:00,287,Normal
2022-04-20 15:10:47+00:00,368,Normal
2022-04-20 15:13:46+00:00,145,Normal
2022-04-20 15:18:42+00:00,282,Normal
2022-04-20 15:23:42+00:00,236,Normal
2022-04-20 15:28:43+00:00,0,Normal
2022-04-20 15:33:42+00:00,0,Normal
2022-04-20 15:40:46+00:00,276,Normal
2022-04-20 15:43:42+00:00,167,Normal
2022-04-20 15:48:43+00:00,283,Normal
2022-04-20 15:53:43+00:00,286,Normal
2022-04-20 15:58:44+00:00,286,Normal
2022-04-20 16:03:44+00:00,287,Normal
2022-04-20 16:10:46+00:00,405,Normal
2022-04-20 16:13:42+00:00,293,Normal
2022-04-20 16:18:42+00:00,608,Normal
2022-04-20 16:23:41+00:00,545,Normal
2022-04-20 16:28:43+00:00,537,Normal
2022-04-20 16:33:44+00:00,514,Normal
2022-04-20 16:40:45+00:00,673,Normal
2022-04-20 16:43:42+00:00,296,Normal
2022-04-20 16:48:42+00:00,501,Normal
2022-04-20 16:53:41+00:00,525,Normal
2022-04-20 16:58:43+00:00,526,Normal
2022-04-20 17:03:41+00:00,530,Normal
2022-04-20 17:10:46+00:00,772,Normal
2022-04-20 17:13:43+00:00,324,Normal
2022-04-20 17:18:46+00:00,553,Normal
2022-04-20 17:23:42+00:00,543,Normal
2022-04-20 17:28:42+00:00,143,Normal
2022-04-20 17:33:45+00:00,129,Normal
2022-04-20 17:40:48+00:00,196,Normal
2022-04-20 17:43:47+00:00,75,Normal
2022-04-20 17:48:45+00:00,140,Normal
2022-04-20 17:53:44+00:00,147,Normal
2022-04-20 17:58:44+00:00,44,Normal
2022-04-20 18:03:44+00:00,521,Normal
2022-04-20 18:10:46+00:00,214,Normal
2022-04-20 18:13:43+00:00,0,Normal
2022-04-20 18:18:43+00:00,11,Normal
2022-04-20 18:23:45+00:00,19,Normal
2022-04-20 18:28:46+00:00,31,Normal
2022-04-20 18:33:44+00:00,7,Normal
2022-04-20 18:40:45+00:00,15,Normal
2022-04-20 18:43:43+00:00,9,Normal
2022-04-20 18:48:44+00:00,11,Normal
2022-04-20 18:53:44+00:00,3,Normal
2022-04-20 18:58:42+00:00,42,Normal
2022-04-20 19:03:43+00:00,7,Normal
2022-04-20 19:10:44+00:00,39,Normal
2022-04-20 19:13:43+00:00,11,Normal
2022-04-20 19:18:43+00:00,13,Normal
2022-04-20 19:23:43+00:00,17,Normal
2022-04-20 19:28:44+00:00,42,Normal
2022-04-20 19:33:44+00:00,311,Normal
2022-04-20 19:40:46+00:00,29,Normal
2022-04-20 19:43:42+00:00,4,Normal
2022-04-20 19:48:43+00:00,518,Normal
2022-04-20 19:53:46+00:00,522,Normal
2022-04-20 19:58:45+00:00,537,Normal
2022-04-20 20:03:42+00:00,536,Normal
2022-04-20 20:10:46+00:00,755,Normal
2022-04-20 20:13:44+00:00,313,Normal
2022-04-20 20:18:45+00:00,533,Normal
2022-04-20 20:23:47+00:00,509,Normal
2022-04-20 20:28:45+00:00,524,Normal
2022-04-20 20:33:42+00:00,540,Normal
2022-04-20 20:40:45+00:00,290,Normal
2022-04-20 20:43:41+00:00,0,Normal
2022-04-20 20:48:45+00:00,8,Normal
2022-04-20 20:53:49+00:00,0,Normal
2022-04-20 20:58:42+00:00,0,Normal
2022-04-20 21:03:45+00:00,22,Normal
2022-04-20 21:10:46+00:00,757,Normal
2022-04-20 21:13:44+00:00,253,Normal
2022-04-20 21:18:44+00:00,15,Normal
2022-04-20 21:23:43+00:00,485,Normal
2022-04-20 21:28:44+00:00,102,Normal
2022-04-20 21:33:44+00:00,239,Normal
2022-04-20 21:40:45+00:00,84,Normal
2022-04-20 21:43:44+00:00,4,Normal
2022-04-20 21:48:44+00:00,37,Normal
2022-04-20 21:53:44+00:00,20,Normal
2022-04-20 21:58:44+00:00,117,Normal
2022-04-20 22:03:43+00:00,6,Normal
2022-04-20 22:10:45+00:00,4,Normal
2022-04-20 22:13:43+00:00,7,Normal
2022-04-20 22:18:45+00:00,21,Normal
2022-04-20 22:23:42+00:00,2,Normal
2022-04-20 22:28:43+00:00,12,Normal
2022-04-20 22:33:43+00:00,12,Normal
2022-04-20 22:40:45+00:00,0,Normal
2022-04-20 22:43:43+00:00,229,Normal
2022-04-20 22:48:43+00:00,862,Normal
2022-04-20 22:53:45+00:00,863,Normal
2022-04-20 22:58:47+00:00,480,Normal
2022-04-20 23:03:43+00:00,0,Normal
2022-04-20 23:10:45+00:00,182,Normal
2022-04-20 23:13:45+00:00,7,Normal
2022-04-20 23:18:42+00:00,0,Normal
2022-04-20 23:23:43+00:00,19,Normal
2022-04-20 23:28:44+00:00,0,Normal
2022-04-20 23:33:44+00:00,14,Normal
2022-04-20 23:40:46+00:00,76,Normal
2022-04-20 23:43:44+00:00,3,Normal
2022-04-20 23:48:43+00:00,5,Normal
2022-04-20 23:53:45+00:00,0,Normal
2022-04-20 23:58:46+00:00,13,Normal
2022-04-21 00:03:44+00:00,95,Normal
2022-04-21 00:10:45+00:00,2,Normal
2022-04-21 00:13:44+00:00,0,Normal
2022-04-21 00:18:42+00:00,19,Normal
2022-04-21 00:23:43+00:00,235,Normal
2022-04-21 00:28:44+00:00,0,Normal
2022-04-21 00:33:43+00:00,0,Normal
2022-04-21 00:40:46+00:00,81,Normal
2022-04-21 00:43:44+00:00,233,Normal
2022-04-21 00:48:42+00:00,605,Normal
2022-04-21 00:53:42+00:00,532,Normal
2022-04-21 00:58:43+00:00,532,Normal
2022-04-21 01:03:42+00:00,529,Normal
2022-04-21 01:10:46+00:00,770,Normal
2022-04-21 01:13:44+00:00,320,Normal
2022-04-21 01:18:44+00:00,538,Normal
2022-04-21 01:23:41+00:00,528,Normal
2022-04-21 01:28:43+00:00,533,Normal
2022-04-21 01:33:44+00:00,526,Normal
2022-04-21 01:40:47+00:00,761,Normal
2022-04-21 01:43:42+00:00,222,Normal
2022-04-21 01:48:44+00:00,39,Normal
2022-04-21 01:53:43+00:00,25,Normal
2022-04-21 01:58:43+00:00,309,Normal
2022-04-21 02:03:43+00:00,824,Normal
2022-04-21 02:10:46+00:00,104,Normal
2022-04-21 02:13:43+00:00,26,Normal
2022-04-21 02:18:43+00:00,13,Normal
2022-04-21 02:23:43+00:00,6,Normal
2022-04-21 02:28:43+00:00,4,Normal
2022-04-21 02:33:43+00:00,9,Normal
2022-04-21 02:40:45+00:00,575,Normal
2022-04-21 02:43:44+00:00,3,Normal
2022-04-21 02:48:43+00:00,0,Normal
2022-04-21 02:53:43+00:00,0,Normal
2022-04-21 02:58:42+00:00,243,Normal
2022-04-21 03:03:42+00:00,535,Normal
2022-04-21 03:10:46+00:00,318,Normal
2022-04-21 03:13:42+00:00,0,Normal
2022-04-21 03:18:42+00:00,14,Normal
2022-04-21 03:23:43+00:00,2,Normal
2022-04-21 03:28:42+00:00,44,Normal
2022-04-21 03:33:43+00:00,43,Normal
2022-04-21 03:40:46+00:00,87,Normal
2022-04-21 03:43:44+00:00,194,Normal
2022-04-21 03:48:42+00:00,548,Normal
2022-04-21 03:53:46+00:00,540,Normal
2022-04-21 03:58:42+00:00,533,Normal
2022-04-21 04:03:42+00:00,531,Normal
2022-04-21 04:10:48+00:00,749,Normal
2022-04-21 04:13:42+00:00,311,Normal
2022-04-21 04:18:43+00:00,117,Normal
2022-04-21 04:23:44+00:00,0,Normal
2022-04-21 04:28:45+00:00,0,Normal
2022-04-21 04:33:43+00:00,5,Normal
2022-04-21 04:40:46+00:00,0,Normal
2022-04-21 04:43:43+00:00,0,Normal
2022-04-21 04:48:43+00:00,7,Normal
2022-04-21 04:53:43+00:00,20,Normal
2022-04-21 04:58:43+00:00,37,Normal
2022-04-21 05:03:43+00:00,21,Normal
2022-04-21 05:10:48+00:00,0,Normal
2022-04-21 05:13:42+00:00,0,Normal
2022-04-21 05:18:43+00:00,0,Normal
2022-04-21 05:23:42+00:00,11,Normal
2022-04-21 05:28:43+00:00,23,Normal
2022-04-21 05:33:43+00:00,37,Normal
2022-04-21 05:40:45+00:00,6,Normal
2022-04-21 05:43:44+00:00,18,Normal
2022-04-21 05:48:43+00:00,99,Normal
2022-04-21 05:53:43+00:00,114,Normal
2022-04-21 05:58:42+00:00,9,Normal
2022-04-21 06:03:43+00:00,77,Normal
2022-04-21 06:10:47+00:00,54,Normal
2022-04-21 06:13:42+00:00,19,Normal
2022-04-21 06:18:44+00:00,104,Normal
2022-04-21 06:23:42+00:00,27,Normal
2022-04-21 06:28:43+00:00,53,Normal
2022-04-21 06:33:44+00:00,18,Normal
2022-04-21 06:40:48+00:00,12,Normal
2022-04-21 06:43:43+00:00,15,Normal
2022-04-21 06:48:44+00:00,0,Normal
2022-04-21 06:53:43+00:00,0,Normal
2022-04-21 06:58:42+00:00,368,Normal
2022-04-21 07:03:44+00:00,543,Normal
2022-04-21 07:10:46+00:00,746,Normal
2022-04-21 07:13:44+00:00,322,Normal
2022-04-21 07:18:43+00:00,270,Normal
2022-04-21 07:23:43+00:00,473,Normal
2022-04-21 07:28:43+00:00,472,Normal
2022-04-21 07:33:41+00:00,500,Normal
2022-04-21 07:40:46+00:00,642,Normal
2022-04-21 07:43:42+00:00,293,Normal
2022-04-21 07:48:41+00:00,502,Normal
2022-04-21 07:53:44+00:00,430,Normal
2022-04-21 07:58:43+00:00,537,Normal
2022-04-21 08:03:43+00:00,511,Normal
2022-04-21 08:10:47+00:00,695,Normal
2022-04-21 08:13:45+00:00,278,Normal
2022-04-21 08:18:43+00:00,506,Normal
